Reason 1,Reason 2,Reason 3,Reason 4,Day of the Week,Month Value,Transportation Expense,Distance to Work,Age,Daily Work Load Average,Body Mass Index,Education,Children,Pets,Absenteeism Time in Hours
0,0,0,1,0,6,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6702763906631053,0.7368421052631579,0,0,0,3
0,0,0,1,0,6,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6702763906631053,0.8157894736842105,0,0,0,3
0,0,0,1,1,6,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6702763906631053,0.7368421052631579,0,0,0,2
0,0,0,1,3,6,0.5798969072164949,0.5,0.4827586206896552,0.6702763906631053,0.631578947368421,0,1,2,4
0,0,0,1,4,6,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.6702763906631053,0.6052631578947368,0,4,0,4
0,0,0,0,4,6,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6702763906631053,0.8157894736842105,0,0,0,0
1,0,0,0,0,6,0.75,0.5961538461538461,0.6896551724137931,0.6702763906631053,0.6578947368421053,0,1,1,40
0,0,0,1,0,6,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6702763906631053,0.8157894736842105,0,0,0,24
0,0,0,1,1,6,0.634020618556701,0.4807692307692308,0.7068965517241379,0.6702763906631053,0.6052631578947368,0,0,0,3
0,0,0,1,0,6,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6702763906631053,0.8157894736842105,0,0,0,4
0,0,0,1,1,6,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.6702763906631053,1.0,0,1,0,8
0,0,0,1,0,6,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6702763906631053,0.8157894736842105,0,0,0,2
0,0,0,1,2,6,0.5798969072164949,0.5,0.4827586206896552,0.6702763906631053,0.631578947368421,0,1,2,2
0,0,0,1,2,6,0.30412371134020616,0.25,0.8620689655172413,0.6702763906631053,0.8157894736842105,0,1,0,2
1,0,0,0,2,6,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6702763906631053,0.8157894736842105,0,0,0,8
0,0,1,0,2,6,0.46134020618556704,0.5,0.5172413793103449,0.6702763906631053,0.5,1,0,0,2
0,0,0,1,4,6,0.634020618556701,0.4807692307692308,0.7068965517241379,0.6702763906631053,0.6052631578947368,0,0,0,2
1,0,0,0,1,6,0.8505154639175257,0.3076923076923077,0.4827586206896552,0.6702763906631053,0.6578947368421053,1,0,0,1
1,0,0,0,1,6,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.6702763906631053,0.7631578947368421,1,1,1,8
0,0,0,1,3,7,0.46134020618556704,0.5,0.5172413793103449,0.6078113617888324,0.5,1,0,0,2
0,0,0,1,3,7,0.5798969072164949,0.5,0.4827586206896552,0.6078113617888324,0.631578947368421,0,1,2,4
1,0,0,0,4,7,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.6078113617888324,0.6052631578947368,0,4,0,8
1,0,0,0,0,7,0.6907216494845361,0.21153846153846154,0.5689655172413793,0.6078113617888324,0.6578947368421053,1,0,0,8
0,0,0,1,4,7,0.8505154639175257,0.3076923076923077,0.4827586206896552,0.6078113617888324,0.6578947368421053,1,0,0,8
0,0,0,1,4,7,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6078113617888324,0.7368421052631579,0,0,0,8
0,0,0,1,0,7,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.6078113617888324,0.6052631578947368,0,4,0,4
0,0,0,1,1,7,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6078113617888324,0.7368421052631579,0,0,0,8
0,1,0,0,0,7,0.7731958762886598,0.5,0.7413793103448276,0.6078113617888324,0.6578947368421053,0,2,1,8
0,0,0,1,0,7,0.6056701030927835,0.5576923076923077,0.8275862068965517,0.6078113617888324,0.868421052631579,0,1,5,1
0,0,0,1,1,7,0.634020618556701,0.4807692307692308,0.7068965517241379,0.6078113617888324,0.6052631578947368,0,0,0,2
1,0,0,0,1,7,0.5798969072164949,0.5,0.4827586206896552,0.6078113617888324,0.631578947368421,0,1,2,112
0,0,0,1,1,7,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6078113617888324,0.8157894736842105,0,0,0,1
0,0,0,1,4,7,0.30412371134020616,0.25,0.8620689655172413,0.6078113617888324,0.8157894736842105,0,1,0,1
0,0,0,1,4,7,0.9304123711340206,1.0,0.4827586206896552,0.6078113617888324,0.7105263157894737,0,1,4,8
0,0,0,1,0,7,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.6078113617888324,0.7894736842105263,0,2,1,8
0,0,0,1,0,7,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.6078113617888324,1.0,0,1,0,8
0,0,0,1,1,7,0.634020618556701,0.4807692307692308,0.7068965517241379,0.6078113617888324,0.6052631578947368,0,0,0,2
0,0,0,1,3,7,0.75,0.5961538461538461,0.6896551724137931,0.6078113617888324,0.6578947368421053,0,1,1,1
0,0,0,1,3,7,0.7190721649484536,0.09615384615384616,0.6724137931034483,0.6078113617888324,0.631578947368421,0,2,0,2
0,0,0,1,3,8,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6592967768499065,0.8157894736842105,0,0,0,4
0,0,0,1,0,8,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.6592967768499065,0.5789473684210527,1,2,0,1
0,0,0,1,1,8,0.634020618556701,0.4807692307692308,0.7068965517241379,0.6592967768499065,0.6052631578947368,0,0,0,4
0,0,0,1,1,8,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6592967768499065,0.7368421052631579,0,0,0,4
0,0,0,1,1,8,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.6592967768499065,0.7894736842105263,0,2,1,8
0,0,0,1,1,8,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.6592967768499065,1.0,0,1,0,8
0,0,0,1,3,8,0.75,0.5961538461538461,0.6896551724137931,0.6592967768499065,0.6578947368421053,0,1,1,4
0,0,0,1,0,8,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6592967768499065,0.8157894736842105,0,0,0,4
0,0,0,1,1,8,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.6592967768499065,0.5789473684210527,1,2,0,8
0,0,0,1,3,8,0.8505154639175257,0.3076923076923077,0.4827586206896552,0.6592967768499065,0.6578947368421053,1,0,0,16
0,0,0,1,1,8,0.6056701030927835,0.21153846153846154,0.6379310344827587,0.6592967768499065,0.7631578947368421,1,1,1,4
0,0,0,1,1,8,0.634020618556701,0.4807692307692308,0.7068965517241379,0.6592967768499065,0.6052631578947368,0,0,0,1
0,0,0,1,1,8,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6592967768499065,0.7368421052631579,0,0,0,5
0,0,0,1,3,8,0.75,0.5961538461538461,0.6896551724137931,0.6592967768499065,0.6578947368421053,0,1,1,2
0,0,0,1,0,8,0.6701030927835051,0.9615384615384616,0.6206896551724138,0.6592967768499065,0.6052631578947368,0,4,0,3
0,0,0,1,1,9,0.634020618556701,0.4807692307692308,0.7068965517241379,0.6908605272326094,0.6052631578947368,0,0,0,1
0,0,0,1,1,9,0.634020618556701,0.4807692307692308,0.7068965517241379,0.6908605272326094,0.6052631578947368,0,0,0,1
0,0,0,1,1,9,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6908605272326094,0.7368421052631579,0,0,0,3
0,0,0,1,1,9,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.6908605272326094,0.6578947368421053,0,2,0,2
0,0,0,1,3,9,0.75,0.5961538461538461,0.6896551724137931,0.6908605272326094,0.6578947368421053,0,1,1,2
0,0,0,1,4,9,0.46134020618556704,0.5,0.5172413793103449,0.6908605272326094,0.5,1,0,0,8
0,0,0,1,4,9,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.6908605272326094,0.8421052631578947,0,2,1,1
0,0,0,1,0,9,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.6908605272326094,0.8157894736842105,0,0,0,4
0,0,0,1,2,9,0.5798969072164949,0.5,0.4827586206896552,0.6908605272326094,0.631578947368421,0,1,2,1
0,0,0,1,0,9,0.46134020618556704,0.5,0.5172413793103449,0.6908605272326094,0.5,1,0,0,2
0,0,0,1,1,9,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.6908605272326094,0.6578947368421053,0,3,0,8
0,0,0,1,1,9,0.9304123711340206,1.0,0.4827586206896552,0.6908605272326094,0.7105263157894737,0,1,4,8
1,0,0,0,3,10,0.7448453608247423,0.9230769230769231,0.8448275862068966,0.7518211378680546,0.9473684210526315,0,0,2,1
1,0,0,0,3,10,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.7518211378680546,0.6578947368421053,1,0,0,3
0,0,0,1,4,10,0.634020618556701,0.4807692307692308,0.7068965517241379,0.7518211378680546,0.6052631578947368,0,0,0,8
1,0,0,0,2,10,0.7448453608247423,0.9230769230769231,0.8448275862068966,0.7518211378680546,0.9473684210526315,0,0,2,3
0,0,0,1,2,10,0.75,0.5961538461538461,0.6896551724137931,0.7518211378680546,0.6578947368421053,0,1,1,2
0,0,0,1,1,10,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7518211378680546,0.7368421052631579,0,0,0,2
0,0,0,1,3,10,0.7448453608247423,0.9230769230769231,0.8448275862068966,0.7518211378680546,0.9473684210526315,0,0,2,2
0,0,0,1,4,10,0.75,0.5961538461538461,0.6896551724137931,0.7518211378680546,0.6578947368421053,0,1,1,1
0,0,0,1,1,10,0.5798969072164949,0.5,0.4827586206896552,0.7518211378680546,0.631578947368421,0,1,2,2
0,0,0,1,1,10,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.7518211378680546,0.6578947368421053,0,3,0,8
0,0,0,1,1,10,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.7518211378680546,0.6578947368421053,0,3,0,3
0,0,0,1,1,10,0.5798969072164949,0.5,0.4827586206896552,0.7518211378680546,0.631578947368421,0,1,2,4
0,0,0,1,1,10,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.7518211378680546,0.6578947368421053,0,3,0,8
0,0,0,1,2,10,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7518211378680546,0.8157894736842105,0,0,0,3
1,0,0,0,2,10,0.5876288659793815,0.2692307692307692,1.0,0.7518211378680546,0.5789473684210527,0,2,1,1
0,0,0,1,2,10,0.75,0.5961538461538461,0.6896551724137931,0.7518211378680546,0.6578947368421053,0,1,1,1
1,0,0,0,3,10,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.7518211378680546,0.6578947368421053,0,3,0,8
1,0,0,0,3,10,0.5798969072164949,0.5,0.4827586206896552,0.7518211378680546,0.631578947368421,0,1,2,1
1,0,0,0,4,10,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.7518211378680546,0.6578947368421053,0,3,0,8
1,0,0,0,4,10,0.5798969072164949,0.5,0.4827586206896552,0.7518211378680546,0.631578947368421,0,1,2,3
0,0,0,1,6,10,0.48711340206185566,0.5576923076923077,0.5689655172413793,0.7518211378680546,0.6578947368421053,0,2,2,8
1,0,0,0,6,10,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.7518211378680546,0.6578947368421053,1,0,0,8
1,0,0,0,6,10,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.7518211378680546,0.8421052631578947,0,2,1,8
0,0,0,0,6,10,0.5798969072164949,0.5,0.4827586206896552,0.7518211378680546,0.631578947368421,0,1,2,0
1,0,0,0,1,10,0.5798969072164949,0.5,0.4827586206896552,0.7518211378680546,0.631578947368421,0,1,2,3
0,0,1,0,1,11,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7087103176697881,0.8157894736842105,0,0,0,1
0,0,0,1,2,11,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7087103176697881,0.7368421052631579,0,0,0,3
1,0,0,0,2,11,0.8505154639175257,0.3076923076923077,0.4827586206896552,0.7087103176697881,0.6578947368421053,1,0,0,24
0,0,0,1,4,11,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7087103176697881,0.8157894736842105,0,0,0,1
1,0,0,0,1,11,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7087103176697881,0.7368421052631579,0,0,0,8
0,0,0,1,2,11,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.7087103176697881,0.7894736842105263,0,2,1,8
1,0,0,0,4,11,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.7087103176697881,0.6578947368421053,1,0,0,8
0,0,0,1,4,11,0.5798969072164949,0.5,0.4827586206896552,0.7087103176697881,0.631578947368421,0,1,2,4
0,0,0,1,1,11,0.9304123711340206,1.0,0.4827586206896552,0.7087103176697881,0.7105263157894737,0,1,4,8
0,0,0,1,2,11,0.75,0.5961538461538461,0.6896551724137931,0.7087103176697881,0.6578947368421053,0,1,1,2
1,0,0,0,3,11,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7087103176697881,0.7368421052631579,0,0,0,2
1,0,0,0,3,11,0.5798969072164949,0.5,0.4827586206896552,0.7087103176697881,0.631578947368421,0,1,2,3
0,0,0,1,0,11,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7087103176697881,0.8157894736842105,0,0,0,1
0,0,0,1,0,11,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7087103176697881,0.7368421052631579,0,0,0,8
1,0,0,0,1,11,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.7087103176697881,0.7368421052631579,0,0,0,8
0,0,0,1,1,11,0.5798969072164949,0.5,0.4827586206896552,0.7087103176697881,0.631578947368421,0,1,2,2
0,0,0,0,1,11,0.75,0.5961538461538461,0.6896551724137931,0.7087103176697881,0.6578947368421053,0,1,1,0
0,0,0,0,2,11,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.7087103176697881,0.7894736842105263,0,2,1,0
1,0,0,0,3,11,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.7087103176697881,0.8421052631578947,0,2,1,4
0,0,0,0,3,11,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.7087103176697881,1.0,0,1,0,0
0,0,0,1,4,11,0.5798969072164949,0.5,0.4827586206896552,0.7087103176697881,0.631578947368421,0,1,2,2
0,0,0,1,4,11,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.7087103176697881,0.6578947368421053,0,3,0,8
0,0,0,1,0,11,0.9304123711340206,1.0,0.4827586206896552,0.7087103176697881,0.7105263157894737,0,1,4,2
1,0,0,0,1,12,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.7404614604997837,0.8157894736842105,0,0,0,32
0,0,0,1,2,12,0.75,0.5961538461538461,0.6896551724137931,0.7404614604997837,0.6578947368421053,0,1,1,1
0,0,0,1,2,12,0.5798969072164949,0.5,0.4827586206896552,0.7404614604997837,0.631578947368421,0,1,2,3
1,0,0,0,4,12,0.46134020618556704,0.5,0.5172413793103449,0.7404614604997837,0.5,1,0,0,1
0,0,0,1,4,12,0.5798969072164949,0.5,0.4827586206896552,0.7404614604997837,0.631578947368421,0,1,2,3
0,0,0,1,2,12,0.5798969072164949,0.5,0.4827586206896552,0.7404614604997837,0.631578947368421,0,1,2,3
1,0,0,0,3,12,0.9304123711340206,1.0,0.4827586206896552,0.7404614604997837,0.7105263157894737,0,1,4,4
0,0,1,0,4,12,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.7404614604997837,0.5789473684210527,1,2,0,2
0,0,0,1,4,12,0.6056701030927835,0.38461538461538464,0.7413793103448276,0.7404614604997837,1.0,0,1,0,8
0,0,1,0,0,12,0.6005154639175257,0.9807692307692307,0.5344827586206896,0.7404614604997837,0.5526315789473685,1,1,8,8
1,0,0,0,1,12,0.46134020618556704,0.5,0.5172413793103449,0.7404614604997837,0.5,1,0,0,16
0,0,0,1,1,12,0.5798969072164949,0.5,0.4827586206896552,0.7404614604997837,0.631578947368421,0,1,2,2
0,0,0,1,3,12,0.5798969072164949,0.5,0.4827586206896552,0.7404614604997837,0.631578947368421,0,1,2,3
0,0,0,1,0,12,0.5798969072164949,0.5,0.4827586206896552,0.7404614604997837,0.631578947368421,0,1,2,2
0,0,1,0,1,12,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.7404614604997837,0.6578947368421053,0,2,0,80
1,0,0,0,0,1,0.46134020618556704,0.5,0.5172413793103449,0.827514489923037,0.5,1,0,0,24
1,0,0,0,3,1,0.46134020618556704,0.5,0.5172413793103449,0.827514489923037,0.5,1,0,0,16
0,0,0,1,3,1,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.827514489923037,0.5789473684210527,1,2,0,2
0,0,0,1,4,1,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.827514489923037,0.5789473684210527,1,2,0,2
1,0,0,0,0,1,0.46134020618556704,0.5,0.5172413793103449,0.827514489923037,0.5,1,0,0,3
0,0,0,1,2,1,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.827514489923037,0.5789473684210527,1,2,0,2
1,0,0,0,3,1,0.7448453608247423,0.9230769230769231,0.8448275862068966,0.827514489923037,0.9473684210526315,0,0,2,8
0,0,1,0,4,1,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.827514489923037,0.5789473684210527,1,2,0,3
0,0,0,1,0,1,0.46134020618556704,0.5,0.5172413793103449,0.827514489923037,0.5,1,0,0,2
0,0,1,0,1,1,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.827514489923037,0.6578947368421053,0,2,0,8
0,0,0,1,2,1,0.46134020618556704,0.5,0.5172413793103449,0.827514489923037,0.5,1,0,0,2
0,0,0,1,2,1,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.827514489923037,0.8157894736842105,0,0,0,3
1,0,0,0,2,1,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.827514489923037,0.7894736842105263,0,2,1,8
0,0,0,1,3,1,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.827514489923037,0.8157894736842105,0,0,0,3
0,0,0,1,4,1,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.827514489923037,0.8157894736842105,0,0,0,2
1,0,0,0,1,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,8
0,0,0,1,1,2,0.5798969072164949,0.5,0.4827586206896552,0.697440377529798,0.631578947368421,0,1,2,3
1,0,0,0,2,2,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.697440377529798,0.8421052631578947,0,2,1,8
0,0,0,1,2,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
0,0,0,1,3,2,0.5798969072164949,0.5,0.4827586206896552,0.697440377529798,0.631578947368421,0,1,2,3
0,0,0,1,3,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
0,0,0,1,3,2,0.46134020618556704,0.5,0.5172413793103449,0.697440377529798,0.5,1,0,0,2
0,0,0,1,4,2,0.5798969072164949,0.28846153846153844,0.7068965517241379,0.697440377529798,0.7368421052631579,1,2,2,2
0,0,0,1,4,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
0,0,1,0,0,2,0.6005154639175257,0.9807692307692307,0.5344827586206896,0.697440377529798,0.5526315789473685,1,1,8,2
0,0,0,1,0,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
1,0,0,0,1,2,0.5798969072164949,0.5,0.4827586206896552,0.697440377529798,0.631578947368421,0,1,2,8
0,0,0,1,2,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,3
0,0,0,1,3,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,3
0,0,0,1,3,2,0.5798969072164949,0.5,0.4827586206896552,0.697440377529798,0.631578947368421,0,1,2,3
1,0,0,0,3,2,0.46134020618556704,0.5,0.5172413793103449,0.697440377529798,0.5,1,0,0,2
0,0,0,1,4,2,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.697440377529798,0.5789473684210527,1,2,0,2
0,0,0,1,4,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,3
1,0,0,0,2,2,0.6005154639175257,0.9807692307692307,0.5344827586206896,0.697440377529798,0.5526315789473685,1,1,8,3
0,0,0,1,2,2,0.46134020618556704,0.5,0.5172413793103449,0.697440377529798,0.5,1,0,0,2
0,0,0,1,2,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
1,0,0,0,3,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,8
0,0,0,1,4,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
0,0,0,1,0,2,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.697440377529798,0.6578947368421053,0,2,0,5
0,0,0,1,0,2,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.697440377529798,0.6578947368421053,1,0,0,3
0,0,0,1,0,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
1,0,0,0,0,2,0.5798969072164949,0.5,0.4827586206896552,0.697440377529798,0.631578947368421,0,1,2,2
0,0,0,1,1,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
0,0,0,1,1,2,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.697440377529798,0.8421052631578947,0,2,1,2
0,0,0,1,1,2,0.5798969072164949,0.5,0.4827586206896552,0.697440377529798,0.631578947368421,0,1,2,2
0,0,0,1,2,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
0,0,0,1,3,2,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.697440377529798,0.8157894736842105,0,0,0,2
0,0,0,1,4,2,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.697440377529798,0.6578947368421053,1,0,0,2
0,0,0,1,0,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,2
0,0,0,1,0,3,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.5864486227974789,0.8421052631578947,0,2,1,2
0,0,0,1,1,3,0.5876288659793815,0.2692307692307692,1.0,0.5864486227974789,0.5789473684210527,0,2,1,3
0,0,0,1,1,3,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.5864486227974789,0.8421052631578947,0,2,1,3
1,0,0,0,1,3,0.5876288659793815,0.2692307692307692,1.0,0.5864486227974789,0.5789473684210527,0,2,1,112
0,0,0,1,2,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,2
0,0,0,1,3,3,0.5798969072164949,0.5,0.4827586206896552,0.5864486227974789,0.631578947368421,0,1,2,2
0,0,0,1,3,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,3
0,0,0,1,3,3,0.5798969072164949,0.5,0.4827586206896552,0.5864486227974789,0.631578947368421,0,1,2,2
0,0,0,1,4,3,0.46134020618556704,0.5,0.5172413793103449,0.5864486227974789,0.5,1,0,0,3
0,0,0,1,0,3,0.6056701030927835,0.3076923076923077,0.5517241379310345,0.5864486227974789,0.6578947368421053,1,0,0,3
0,0,1,0,0,3,0.9304123711340206,1.0,0.4827586206896552,0.5864486227974789,0.7105263157894737,0,1,4,8
1,0,0,0,1,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,8
0,0,0,1,2,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,2
0,0,0,1,3,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,3
0,0,0,1,4,3,0.46134020618556704,0.5,0.5172413793103449,0.5864486227974789,0.5,1,0,0,2
1,0,0,0,0,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,4
1,0,0,0,0,3,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.5864486227974789,0.8421052631578947,0,2,1,2
0,0,0,1,0,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,3
1,0,0,0,0,3,0.5798969072164949,0.5,0.4827586206896552,0.5864486227974789,0.631578947368421,0,1,2,8
0,0,0,1,1,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,2
0,0,0,1,2,3,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.5864486227974789,0.7894736842105263,0,2,1,8
0,0,0,1,2,3,0.5876288659793815,0.2692307692307692,1.0,0.5864486227974789,0.5789473684210527,0,2,1,2
0,0,0,1,2,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,2
0,0,0,1,3,3,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.5864486227974789,0.8421052631578947,0,2,1,3
0,0,0,1,3,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,3
0,0,0,1,4,3,0.46134020618556704,0.5,0.5172413793103449,0.5864486227974789,0.5,1,0,0,2
0,0,0,1,4,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,3
0,0,0,1,1,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,3
0,0,0,1,2,3,0.30412371134020616,0.28846153846153844,0.7931034482758621,0.5864486227974789,0.6578947368421053,0,2,0,8
1,0,0,0,2,3,0.39948453608247425,0.23076923076923078,0.5862068965517241,0.5864486227974789,0.6578947368421053,0,2,0,24
0,0,0,1,2,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,3
0,0,0,1,3,3,0.46134020618556704,0.9807692307692307,0.6551724137931034,0.5864486227974789,0.8157894736842105,0,0,0,3
1,0,0,0,0,3,0.46134020618556704,0.5,0.5172413793103449,0.5864486227974789,0.5,1,0,0,2
0,0,1,0,0,3,0.7448453608247423,0.6923076923076923,0.5689655172413793,0.5864486227974789,0.7894736842105263,0,2,1,104
0,0,0,1,2,3,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.5864486227974789,0.6578947368421053,0,3,0,8
1,0,0,0,0,4,0.5798969072164949,0.5,0.4827586206896552,0.6500353670252635,0.631578947368421,0,1,2,8
1,0,0,0,0,4,0.30412371134020616,0.19230769230769232,0.6379310344827587,0.6500353670252635,0.7368421052631579,0,0,0,8
0,0,1,0,1,4,0.9304123711340206,1.0,0.4827586206896552,0.6500353670252635,0.7105263157894737,0,1,4,8
0,0,1,0,2,4,0.6391752577319587,0.4807692307692308,0.8103448275862069,0.6500353670252635,0.8421052631578947,0,2,1,8
1,0,0,0,3,4,0.48711340206185566,0.5576923076923077,0.5689655172413793,0.6500353670252635,0.6578947368421053,0,2,2,8
0,0,0,1,4,4,0.46134020618556704,0.5,0.5172413793103449,0.6500353670252635,0.5,1,0,0,2
1,0,0,0,0,4,0.9510309278350515,0.3269230769230769,0.5344827586206896,0.6500353670252635,0.6578947368421053,0,3,0,24
0,1,0,0,1,4,0.46134020618556704,0.4230769230769231,0.6896551724137931,0.6500353670252635,0.5789473684210527,1,2,0,2
0,0,0,1,1,4,0.30412371134020616,0.25,0.8620689655172413,0.6500353670252635,0.8157894736842105,0,1,0,3
0,0,0,1,1,4,0.9304123711340206,1.0,0.4827586206896552,0.6500353670252635,0.7105263157894737,0,1,4,2
